,N,P,K,temperature,humidity,ph,rainfall,label
0,90.0,9.467062920270967,3.76840441780353,15.610857725389035,5409.298140290076,3.6064872688409917,13.508647243284734,20
1,85.0,11.253719309245886,3.72059495449812,16.24352652376618,5176.46897501063,3.8740951497943037,13.782225754403703,20
2,60.0,10.942080789046422,3.791482331526293,17.11527841667689,5453.899252323792,4.261813280824125,13.782225754403703,20
3,74.0,8.564196684819853,3.695809199938075,19.5511620697805,5154.4424527999045,3.845605427291891,13.782225754403703,20
4,78.0,9.467062920270967,3.7447840036900506,15.076107464477536,5353.770449445987,4.160922508484021,13.782225754403703,20
5,69.0,8.831772202466011,3.7447840036900506,17.153016126266767,5602.441913210492,3.891512503545578,13.782225754403703,20
6,69.0,10.942080789046422,3.64432441404007,16.906924984806682,5498.783248717513,3.1898194725759033,13.782225754403703,20
7,94.0,10.728987342927544,3.695809199938075,15.181558082109985,5534.795255843412,3.1992984764432926,13.782225754403703,20
8,89.0,10.836087899247259,3.64432441404007,18.175940654118257,5626.004777041515,3.6985518063608875,13.782225754403703,20
9,68.0,11.253719309245886,3.64432441404007,17.26979834616193,5554.522984236349,3.5214910558676538,13.782225754403703,20
10,91.0,10.728987342927544,3.695809199938075,19.576213947146382,5327.730538576643,3.020655411920546,13.782225754403703,20
11,90.0,9.945292804075764,3.7447840036900506,17.800025309403477,5332.323508474185,4.100576191657815,13.782225754403703,20
12,78.0,11.253719309245886,3.791482331526293,19.76572662533619,5254.3275805181975,2.868470246334089,13.782225754403703,20
13,93.0,11.04699730052795,3.5900582535134866,17.825256143382784,5416.875694675569,3.8475599935984928,13.04330241038378,20
14,94.0,10.400703349799054,3.617557668677592,18.97804031851325,5223.643980889422,3.829578437097092,13.67667592465206,20
15,60.0,10.17566191540243,3.6703965381104693,18.012366798891343,5173.818463911251,3.87616711209946,13.782225754403703,20
16,85.0,8.96251766442952,3.72059495449812,16.113539419010362,5519.831455489248,3.4767144128157894,13.782225754403703,20
17,91.0,8.564196684819853,3.6703965381104693,17.67023453325122,5189.9505920704805,3.840885846326915,13.593127413709325,20
18,77.0,8.96251766442952,3.5900582535134866,16.310683161643208,5159.073329814924,3.3234681908505186,13.782225754403703,20
19,88.0,8.564196684819853,3.695809199938075,17.519668675112563,5633.492352715388,3.270919496542136,13.782225754403703,20
20,89.0,9.827997495205167,3.5900582535134866,15.927518032760757,5197.700841220858,3.5757329681319447,13.049288163950392,20
21,76.0,9.218332290844376,3.76840441780353,18.62394237100455,5566.437587688421,2.8471177874997853,13.782225754403703,20
22,67.0,11.355580609528229,3.72059495449812,16.369045459279363,5266.323326136821,3.354164554914284,13.77026270031978,20
23,83.0,9.34354907408874,3.76840441780353,15.733822234358502,5504.287348287188,3.4792764631277686,13.782225754403703,20
24,98.0,10.061165279864243,3.617557668677592,17.452492808814462,5315.953041507258,4.039032577746265,13.782225754403703,20
25,66.0,10.728987342927544,3.72059495449812,18.56688051038208,5204.434695526306,4.232710486677472,13.782225754403703,20
26,97.0,11.355580609528229,3.76840441780353,19.45974697927942,5698.952363461892,3.49597142989929,13.782225754403703,20
27,97.0,10.400703349799054,3.72059495449812,18.185273303803868,5207.327479028725,3.890285207100836,13.782225754403703,20
28,60.0,10.288827210023097,3.791482331526293,15.536805641025204,5764.4178808392735,3.474547396023243,13.782225754403703,20
29,84.0,10.511330371426789,3.5617849049902905,16.619388106793153,5220.939857303982,3.3701611930250843,13.380949574976324,20
30,73.0,11.15086729776222,3.72059495449812,16.013788767271798,5829.158797912698,3.255502119856963,13.782225754403703,20
31,92.0,8.564196684819853,3.695809199938075,16.532959050137308,5178.05897295933,3.532310119989918,13.43555682747984,20
32,85.0,8.831772202466011,3.6703965381104693,18.184301762440832,5512.547354284679,3.53576032962116,13.782225754403703,20
33,98.0,10.728987342927544,3.64432441404007,15.173938075692307,5358.514764610604,2.8161442873384326,13.782225754403703,20
34,88.0,10.836087899247259,3.791482331526293,19.026439496355586,5675.763045635152,3.42527343023698,13.782225754403703,20
35,95.0,10.942080789046422,3.7447840036900506,19.76194849488407,5429.658028144295,3.321753526786719,13.259606975008477,20
36,99.0,11.15086729776222,3.5617849049902905,19.735776106310176,5294.440584735163,3.3268395956320993,13.782225754403703,20
37,95.0,9.09134561594944,3.5900582535134866,17.7189098720022,5571.464501453774,3.1152964402523162,13.782225754403703,20
38,60.0,9.58893672688952,3.791482331526293,15.710284067329987,5543.032716195662,4.058772921977747,13.782225754403703,20
39,63.0,9.70922966829239,3.72059495449812,17.935968385837008,5653.693517500178,3.1270862796152,13.782225754403703,20
40,62.0,9.467062920270967,3.5900582535134866,16.958050938398564,5418.321009266077,3.5693845417823726,13.782225754403703,20
41,64.0,9.827997495205167,3.76840441780353,18.952956831682407,5625.034226340073,3.1010430568681797,13.684497357494351,20
42,83.0,11.456477294555482,3.5900582535134866,18.930165525886625,5152.632350400457,3.807740416185912,13.454791976629743,20
43,82.0,9.218332290844376,3.695809199938075,17.69602130881108,5810.226312177166,3.488252274494556,13.782225754403703,20
44,85.0,10.620746311528995,3.8140421179269928,19.428032451089102,5460.398561092777,3.9654627051922176,13.782225754403703,20
45,91.0,8.564196684819853,3.64432441404007,18.442423372049834,5204.704735050604,3.417439384840226,12.999702257658633,20
46,76.0,10.288827210023097,3.7447840036900506,18.485347801292626,5761.797180190442,2.9223822142635916,13.354315683182449,20
47,74.0,9.09134561594944,3.64432441404007,17.28187145495198,5778.070337169233,4.23420161687502,13.782225754403703,20
48,79.0,9.58893672688952,3.6703965381104693,16.16968100655576,5229.931949073711,3.886257453748674,13.707274713268381,20
49,88.0,10.942080789046422,3.8140421179269928,18.259531485842412,5189.327736824254,4.209600123326409,13.782225754403703,20
50,60.0,8.699027676931923,3.76840441780353,17.415531458615824,5558.76349845681,2.9661658247883875,13.782225754403703,20
51,76.0,11.456477294555482,3.6703965381104693,15.015499653980353,5180.313383263164,3.739098765989808,13.651502018912527,20
52,93.0,11.04699730052795,3.7447840036900506,17.714656214336944,5440.550891691533,4.042560910030279,13.305619779059498,20
53,65.0,11.456477294555482,3.76840441780353,16.386267712753934,5394.815637966372,3.167098191956103,13.782225754403703,20
54,95.0,10.620746311528995,3.5900582535134866,19.369475995509234,5669.104037758343,3.105604421809314,13.782225754403703,20
55,75.0,8.96251766442952,3.6703965381104693,17.426459857916445,5807.308848741064,3.4592253946496667,13.782225754403703,20
56,74.0,10.836087899247259,3.64432441404007,18.97086207499499,5616.720957051997,3.91452786763975,13.782225754403703,20
57,91.0,8.699027676931923,3.8140421179269928,18.125285013885883,5472.688776529776,3.3217467260671287,13.782225754403703,20
58,71.0,9.945292804075764,3.695809199938075,15.18330814961641,5426.216860379137,3.971526917459092,13.2226990164771,20
59,99.0,10.942080789046422,3.5617849049902905,16.210478172391692,5165.447615595875,3.6058339888916233,13.782225754403703,20
60,72.0,9.218332290844376,3.64432441404007,15.279184508539602,5438.066151487347,4.143676717472083,13.782225754403703,20
61,83.0,11.253719309245886,3.8140421179269928,19.04024957027382,5623.583975796705,3.2821991656773695,13.782225754403703,20
62,93.0,11.253719309245886,3.64432441404007,15.422388700285937,5660.098427492997,3.8218378498221495,13.782225754403703,20
63,70.0,8.699027676931923,3.7447840036900506,16.293552802127547,5232.579753952895,3.8286818062860006,13.4945402855528,20
64,76.0,10.061165279864243,3.7447840036900506,15.042876773765899,5591.189710683228,3.210214311849243,13.782225754403703,20
65,99.0,9.34354907408874,3.5900582535134866,18.135474086334554,5514.173032778903,3.7252905187399654,12.96905151089886,20
66,99.0,10.836087899247259,3.617557668677592,15.798492481147965,5178.572753007527,3.133223454788573,13.398961050698858,20
67,86.0,11.355580609528229,3.5617849049902905,19.062446569562493,5424.492620712749,3.8288930918414525,13.782225754403703,20
68,69.0,9.945292804075764,3.72059495449812,17.56307589816092,5171.867132422864,2.8148242162750803,13.782225754403703,20
69,91.0,11.04699730052795,3.617557668677592,17.416021832468854,5210.605056710986,3.5354214028959943,13.782225754403703,20
70,61.0,10.620746311528995,3.72059495449812,18.49785099172277,5677.075506999347,3.796038015963678,13.556130854220743,20
71,67.0,9.827997495205167,3.64432441404007,16.92037632027759,5432.827616210037,4.002572924172198,13.782225754403703,20
72,79.0,9.467062920270967,3.617557668677592,18.42547636374383,5527.168709670175,3.6494805214578863,13.782225754403703,20
73,78.0,9.58893672688952,3.7447840036900506,15.926610065782864,5550.2632037919575,3.9944564759556354,13.232413188051146,20
74,75.0,10.836087899247259,3.5900582535134866,19.41491908648603,5774.763319717651,3.8671108906303338,13.782225754403703,20
75,97.0,8.699027676931923,3.8140421179269928,16.56787440168405,5389.164194586515,3.8251506469354952,13.782225754403703,20
76,67.0,10.061165279864243,3.791482331526293,19.71720398665064,5379.006851309642,4.275207525844543,13.782225754403703,20
77,73.0,8.564196684819853,3.64432441404007,18.43678927697241,5406.013788358587,2.8110133375300874,13.061472944169608,20
78,77.0,8.699027676931923,3.617557668677592,19.823634821716382,5333.673763792675,3.418395307767168,13.292005137562661,20
79,81.0,9.34354907408874,3.64432441404007,16.885498321048875,5653.691582199546,4.11080660628178,13.456809382791649,20
80,68.0,11.15086729776222,3.76840441780353,19.27194139470929,5184.697188264789,3.193085170827447,12.978463729397882,20
81,72.0,9.827997495205167,3.5617849049902905,18.813711429181605,5542.26846279671,3.220470943484907,13.312510462935194,20
82,61.0,10.728987342927544,3.76840441780353,19.490237667628037,5277.714606377367,3.5283276380249893,13.782225754403703,20
83,67.0,9.58893672688952,3.6703965381104693,19.240716399032745,5832.844378848932,3.347551459547738,13.083352582746178,20
84,67.0,11.253719309245886,3.6703965381104693,18.711264407187773,5207.154988964605,3.0572009757340504,13.782225754403703,20
85,66.0,11.456477294555482,3.64432441404007,16.4667851402278,5616.745563519573,3.5400760110445675,13.782225754403703,20
86,82.0,9.58893672688952,3.64432441404007,17.313550679167445,5329.907236530599,2.866757032824881,13.782225754403703,20
87,84.0,10.400703349799054,3.791482331526293,18.85280813735915,5326.175423777906,3.3137244464927793,12.971615156005488,20
88,81.0,10.728987342927544,3.7447840036900506,17.5873018978034,5274.860949550922,2.9066647490215014,13.782225754403703,20
89,91.0,10.400703349799054,3.695809199938075,15.571713525340153,5711.9289323851835,3.5858669484761894,13.782225754403703,20
90,93.0,10.728987342927544,3.64432441404007,19.855124888005218,5396.902181403593,3.889405177029906,13.782225754403703,20
91,90.0,9.70922966829239,3.64432441404007,17.699122033353138,5675.936506554954,4.08625765692804,13.782225754403703,20
92,81.0,9.827997495205167,3.5617849049902905,19.57724885999377,5149.575196549992,3.4299147791958964,13.782225754403703,20
93,78.0,9.218332290844376,3.64432441404007,19.532572310410877,5671.99772815578,4.1232126663502005,13.782225754403703,20
94,60.0,10.511330371426789,3.5900582535134866,16.89827760063078,5523.01701713645,3.3623505627858497,13.782225754403703,20
95,88.0,9.945292804075764,3.7447840036900506,16.88883449347727,5615.774813998126,3.658099453553429,13.283809095530257,20
96,93.0,10.061165279864243,3.617557668677592,16.07547628050385,5428.529833954288,3.6051466018963234,13.782225754403703,20
97,60.0,10.942080789046422,3.8140421179269928,15.986896271240523,5596.62718932784,3.3139347613860224,13.782225754403703,20
98,78.0,8.564196684819853,3.791482331526293,19.587474450416188,5789.889148900784,3.891119806198731,12.998140742563042,20
99,65.0,8.831772202466011,3.695809199938075,17.36480240077547,5634.567545616484,2.9918960410201114,13.128124640659518,20
100,71.0,10.836087899247259,2.776502212689949,16.839736625379444,3164.4479750210353,3.2159138693928364,9.681216258516779,11
101,61.0,9.70922966829239,2.837299932123276,19.279931210558033,4053.472277864668,3.8215187330956106,10.307649202658334,11
102,80.0,9.58893672688952,2.776502212689949,17.505188812113794,4055.7247025304837,3.6847868531915178,8.630437814948918,11
103,73.0,11.253719309245886,3.049241674807689,14.963096061582684,2564.5036621255103,3.653591385569653,8.285299707767466,11
104,61.0,8.96251766442952,3.000301390202748,13.890071117840277,3060.413020546798,3.3321209451179414,8.559408129374843,11
105,68.0,9.34354907408874,2.776502212689949,16.24808411995797,2576.372906927972,3.430149542734748,10.300262059123412,11
106,93.0,9.34354907408874,2.837299932123276,18.94733151801228,3468.374129743758,3.372558634920352,10.437418207866658,11
107,89.0,11.456477294555482,2.948852892574594,18.647975029393827,3489.0015723968804,3.3023464906494504,9.221593076372908,11
108,76.0,9.70922966829239,2.837299932123276,15.280869809528307,3045.8504055430735,3.2717155489503256,8.550452635464463,11
109,67.0,11.456477294555482,3.2241513727915367,18.459413750638753,3499.6637401699945,3.2160945263994227,10.586143715403695,11
110,70.0,9.70922966829239,2.948852892574594,17.33515512211732,4282.604425889742,3.2702210709215755,9.971740279926465,11
111,90.0,10.288827210023097,3.049241674807689,18.40254674698518,3676.756036358767,3.5910179094961765,9.019807995156473,11
112,62.0,10.620746311528995,2.776502212689949,16.60079449131411,2674.9099060452277,3.8390045186359325,8.47117868619875,11
113,92.0,9.70922966829239,2.776502212689949,14.177418493313782,3387.444443435073,3.390806270048492,9.99185789216105,11
114,66.0,10.836087899247259,3.049241674807689,18.646694063882318,2807.7869307246337,3.305171948824169,8.919980797668648,11
115,63.0,11.253719309245886,3.0959070880363924,13.727667811026832,2343.34316276051,3.4538791615879263,8.462852961056882,11
116,70.0,10.061165279864243,2.837299932123276,18.243779328913092,3915.539975411607,3.6559970711353325,10.38490345002499,11
117,61.0,9.34354907408874,2.837299932123276,18.613208051688183,3332.3567669915606,3.359002097967308,9.152912676468649,11
118,66.0,10.728987342927544,2.948852892574594,17.177961798988388,2799.458412253922,3.365076984821603,8.562696449114176,11
119,74.0,10.942080789046422,2.948852892574594,13.580341727581986,3081.0208082200056,3.497187631576925,9.518400961163957,11
120,77.0,11.15086729776222,3.049241674807689,18.466767981909406,4326.036761893999,3.630596393043963,9.303698730797601,11
121,99.0,10.400703349799054,2.7117835388997182,13.650343220444498,3995.980269282613,3.1216775148982645,9.695687358043184,11
122,74.0,11.04699730052795,3.0959070880363924,13.749036459281117,3485.5880657327157,3.7705348761682584,9.36349625623617,11
123,83.0,9.827997495205167,3.049241674807689,14.145682741745206,2666.3003210204924,3.1980203065284885,9.304307304259307,11
124,100.0,10.17566191540243,2.776502212689949,19.014983200253127,3548.2712315455287,3.1091208493605635,9.043331260346585,11
125,79.0,10.511330371426789,2.776502212689949,18.749766438346338,3692.7387674963084,3.6486350268724044,10.064949616198515,11
126,94.0,9.09134561594944,2.89462498072755,17.738436589756756,2546.147412051862,3.2915363292903366,10.330725936615424,11
127,75.0,10.288827210023097,2.7117835388997182,16.077092427366388,4045.5814621362465,3.304761537291969,10.316623037289085,11
128,78.0,10.17566191540243,3.0959070880363924,17.175334871260965,3102.9842386419155,3.129917308136301,8.831139049077823,11
129,87.0,10.836087899247259,3.000301390202748,18.944100467847562,3141.3517975767068,3.6436707821261414,10.571008133418488,11
130,87.0,8.564196684819853,3.2241513727915367,16.012887020043042,3108.9920726203736,3.440093024476322,8.584521121591887,11
131,63.0,9.58893672688952,2.948852892574594,13.9184002244121,2365.800933215955,3.6767046426650847,9.82648907218108,11
132,84.0,11.15086729776222,3.2241513727915367,16.784337003580262,3635.13006491743,3.599408957481411,8.501640887494313,11
133,64.0,8.564196684819853,3.140499847129577,17.126493237098476,2978.1208870084097,3.1789320196198294,8.423772182277371,11
134,60.0,9.945292804075764,3.0959070880363924,18.439885123898247,3370.641268897038,3.6683917845218446,9.688969185924732,11
135,98.0,9.70922966829239,3.049241674807689,19.051699810343116,4361.524171725885,3.6173860173060577,10.51826677724939,11
136,75.0,11.04699730052795,2.89462498072755,14.551984141175808,3025.561971787106,3.187370941766438,8.302924688638806,11
137,86.0,10.942080789046422,3.049241674807689,16.08122242505756,2752.6680504243304,3.7579311280248184,10.607081031851395,11
138,98.0,8.564196684819853,2.89462498072755,17.6727190921201,4454.463923267669,3.4786429912850907,9.860844592394677,11
139,76.0,11.15086729776222,2.89462498072755,14.251385360019857,4416.268638370071,3.3958741441754614,9.970238364174735,11
140,99.0,11.04699730052795,2.837299932123276,17.89085848785426,4242.746828025962,3.46913360490527,8.86502076802678,11
